,Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WSeed,LSeed,Round
0,1985,136,1116,63,1234,54,N,0,X09,X08,1
1,1985,136,1120,59,1345,58,N,0,Z11,Z06,1
2,1985,136,1207,68,1250,43,N,0,W01,W16,1
3,1985,136,1229,58,1425,55,N,0,Y09,Y08,1
4,1985,136,1242,49,1325,38,N,0,Z03,Z14,1
5,1985,136,1246,66,1449,58,N,0,X12,X05,1
6,1985,136,1256,78,1338,54,N,0,Y05,Y12,1
7,1985,136,1260,59,1233,58,N,0,W04,W13,1
8,1985,136,1314,76,1292,57,N,0,Z02,Z15,1
9,1985,136,1323,79,1333,70,N,0,Z07,Z10,1
10,1985,136,1326,75,1235,64,N,0,Y04,Y13,1
11,1985,136,1328,96,1299,83,N,0,Y01,Y16,1
12,1985,136,1374,85,1330,68,N,0,W05,W12,1
13,1985,136,1385,83,1380,59,N,0,X01,X16,1
14,1985,136,1396,60,1439,57,N,0,W08,W09,1
15,1985,136,1424,85,1361,80,N,0,X04,X13,1
16,1985,137,1104,50,1112,41,N,0,X07,X10,1
17,1985,137,1130,55,1403,53,N,0,Y11,Y06,1
18,1985,137,1181,75,1337,62,N,0,Y03,Y14,1
19,1985,137,1208,67,1455,59,N,0,W06,W11,1
20,1985,137,1210,65,1273,58,N,0,W02,W15,1
21,1985,137,1228,76,1318,57,N,0,W03,W14,1
22,1985,137,1268,69,1275,68,N,1,Z05,Z12,1
23,1985,137,1272,67,1335,55,N,0,Y02,Y15,1
24,1985,137,1276,59,1192,55,N,0,Z01,Z16,1
25,1985,137,1298,78,1261,55,N,0,Z13,Z04,1
26,1985,137,1301,65,1305,56,N,0,X03,X14,1
27,1985,137,1393,70,1177,65,N,0,W07,W10,1
28,1985,137,1412,70,1277,68,N,0,Y07,Y10,1
29,1985,137,1431,79,1409,75,N,0,X11,X06,1
30,1985,137,1433,81,1267,65,N,0,X02,X15,1
31,1985,137,1437,51,1173,49,N,0,Z08,Z09,1
32,1985,138,1120,66,1242,64,N,0,Z11,Z03,2
33,1985,138,1207,63,1396,46,N,0,W01,W08,2
34,1985,138,1246,64,1424,61,N,0,X12,X04,2
35,1985,138,1256,79,1326,67,N,0,Y05,Y04,2
36,1985,138,1260,70,1374,57,N,0,W04,W05,2
37,1985,138,1314,60,1323,58,N,0,Z02,Z07,2
38,1985,138,1328,75,1229,69,N,0,Y01,Y09,2
39,1985,138,1385,68,1116,65,N,0,X01,X09,2
40,1985,139,1104,63,1433,59,N,0,X07,X02,2
41,1985,139,1130,74,1181,73,N,0,Y11,Y03,2
42,1985,139,1210,70,1393,53,N,0,W02,W07,2
43,1985,139,1228,74,1208,58,N,0,W03,W06,2
44,1985,139,1268,64,1298,59,N,0,Z05,Z13,2
45,1985,139,1272,67,1412,66,N,1,Y02,Y07,2
46,1985,139,1301,86,1431,73,N,0,X03,X11,2
47,1985,139,1437,59,1276,55,N,0,Z08,Z01,2
48,1985,143,1207,65,1260,53,N,0,W01,W04,3
49,1985,143,1210,61,1228,53,N,0,W02,W03,3
50,1985,143,1272,59,1130,57,N,0,Y02,Y11,3
51,1985,143,1328,86,1256,84,N,1,Y01,Y05,3
52,1985,144,1301,61,1104,55,N,0,X03,X07,3
53,1985,144,1314,62,1120,56,N,0,Z02,Z11,3
54,1985,144,1385,86,1246,70,N,0,X01,X12,3
55,1985,144,1437,46,1268,43,N,0,Z08,Z05,3
56,1985,145,1207,60,1210,54,N,0,W01,W02,4
57,1985,145,1272,63,1328,61,N,0,Y02,Y01,4
58,1985,146,1385,69,1301,60,N,0,X01,X03,4
59,1985,146,1437,56,1314,44,N,0,Z08,Z02,4
60,1985,152,1207,77,1385,59,N,0,W01,X01,5
61,1985,152,1437,52,1272,45,N,0,Z08,Y02,5
62,1985,154,1437,66,1207,64,N,0,Z08,W01,6
63,1986,136,1133,83,1431,65,N,0,Z07,Z10,1
64,1986,136,1177,72,1438,68,N,0,W12,W05,1
65,1986,136,1181,85,1290,78,N,0,W01,W16,1
66,1986,136,1207,70,1403,64,N,0,X04,X13,1
67,1986,136,1210,68,1265,53,N,0,Y02,Y15,1
68,1986,136,1242,71,1299,46,N,0,X01,X16,1
69,1986,136,1257,93,1180,73,N,0,Z02,Z15,1
70,1986,136,1261,94,1345,87,N,1,Y11,Y06,1
71,1986,136,1272,95,1123,63,N,0,Y03,Y14,1
72,1986,136,1277,72,1449,70,N,0,X05,X12,1
73,1986,136,1314,84,1428,72,N,0,Z03,Z14,1
74,1986,136,1328,80,1318,74,N,0,W04,W13,1
75,1986,136,1330,72,1452,64,N,0,W08,W09,1
76,1986,136,1396,61,1239,50,N,1,X09,X08,1
77,1986,136,1412,66,1281,64,N,0,Z06,Z11,1
78,1986,136,1437,71,1439,62,N,0,Y10,Y07,1
79,1986,137,1104,97,1462,80,N,0,Y05,Y12,1
80,1986,137,1114,90,1323,83,N,0,X14,X03,1
81,1986,137,1120,73,1112,63,N,0,Z08,Z09,1
82,1986,137,1156,83,1231,79,N,0,W14,W03,1
83,1986,137,1228,75,1193,51,N,0,Y04,Y13,1
84,1986,137,1235,81,1275,79,N,1,X07,X10,1
85,1986,137,1246,75,1172,55,N,0,Y01,Y16,1
86,1986,137,1268,69,1337,64,N,0,Z05,Z12,1
87,1986,137,1276,70,1103,64,N,0,X02,X15,1
88,1986,137,1298,87,1409,68,N,0,W07,W10,1
89,1986,137,1301,66,1234,64,N,0,X06,X11,1
90,1986,137,1385,83,1286,74,N,0,Z01,Z16,1
91,1986,137,1386,60,1350,59,N,0,W06,W11,1
92,1986,137,1393,101,1135,52,N,0,W02,W15,1
93,1986,137,1424,74,1419,51,N,0,Z04,Z13,1
94,1986,137,1443,67,1304,59,N,0,Y08,Y09,1
95,1986,138,1177,74,1328,69,N,0,W12,W04,2
96,1986,138,1181,89,1330,61,N,0,W01,W08,2
97,1986,138,1210,66,1437,61,N,0,Y02,Y10,2
98,1986,138,1242,65,1396,43,N,0,X01,X09,2
99,1986,138,1257,82,1133,68,N,0,Z02,Z07,2
100,1986,138,1261,83,1272,81,N,0,Y11,Y03,2
101,1986,138,1277,80,1207,68,N,0,X05,X04,2
102,1986,138,1314,77,1412,59,N,0,Z03,Z06,2
103,1986,139,1104,58,1228,56,N,0,Y05,Y04,2
104,1986,139,1120,81,1385,65,N,0,Z08,Z01,2
105,1986,139,1156,75,1386,69,N,0,W14,W06,2
106,1986,139,1235,72,1276,69,N,0,X07,X02,2
107,1986,139,1246,71,1443,64,N,0,Y01,Y08,2
108,1986,139,1298,97,1393,85,N,0,W07,W02,2
109,1986,139,1301,80,1114,66,N,1,X06,X14,2
110,1986,139,1424,70,1268,64,N,0,Z04,Z05,2
111,1986,143,1120,70,1424,63,N,0,Z08,Z04,3
112,1986,143,1246,68,1104,63,N,0,Y01,Y05,3
113,1986,143,1257,94,1314,79,N,0,Z02,Z03,3
114,1986,143,1261,70,1210,64,N,0,Y11,Y02,3
115,1986,144,1181,74,1177,67,N,0,W01,W12,3
116,1986,144,1242,96,1277,86,N,1,X01,X05,3
117,1986,144,1298,71,1156,70,N,0,W07,W14,3
118,1986,144,1301,70,1235,66,N,0,X06,X07,3
119,1986,145,1257,84,1120,76,N,0,Z02,Z08,4
120,1986,145,1261,59,1246,57,N,0,Y11,Y01,4
121,1986,146,1181,71,1298,50,N,0,W01,W07,4
122,1986,146,1242,75,1301,67,N,0,X01,X06,4
123,1986,152,1181,71,1242,67,N,0,W01,X01,5
124,1986,152,1257,88,1261,77,N,0,Z02,Y11,5
125,1986,154,1257,72,1181,69,N,0,Z02,W01,6
126,1987,136,1104,88,1299,71,N,0,X02,X15,1
127,1987,136,1120,62,1360,61,N,0,Y08,Y09,1
128,1987,136,1122,68,1228,67,N,0,X14,X03,1
129,1987,136,1181,58,1401,51,N,0,Y05,Y12,1
130,1987,136,1231,92,1193,58,N,0,Y01,Y16,1
131,1987,136,1243,82,1208,79,N,1,Z09,Z08,1
132,1987,136,1276,97,1298,82,N,0,W09,W08,1
133,1987,136,1309,83,1140,79,N,0,X07,X10,1
134,1987,136,1314,113,1335,82,N,0,W01,W16,1
135,1987,136,1323,84,1292,71,N,0,W05,W12,1
136,1987,136,1344,90,1412,68,N,0,X06,X11,1
137,1987,136,1395,76,1267,60,N,0,W04,W13,1
138,1987,136,1417,92,1141,73,N,0,Z04,Z13,1
139,1987,136,1424,95,1226,70,N,0,Z01,Z16,1
140,1987,136,1461,64,1438,60,N,0,Z12,Z05,1
141,1987,136,1462,70,1281,69,N,0,Y13,Y04,1
142,1987,137,1177,76,1256,62,N,0,Y03,Y14,1
143,1987,137,1196,82,1301,70,N,0,W06,W11,1
144,1987,137,1207,75,1137,53,N,0,X01,X16,1
145,1987,137,1234,99,1365,76,N,0,Z02,Z15,1
146,1987,137,1242,66,1222,55,N,0,X05,X12,1
147,1987,137,1261,85,1210,79,N,0,Y10,Y07,1
148,1987,137,1283,65,1155,60,N,0,X13,X04,1
149,1987,137,1326,91,1246,77,N,0,X09,X08,1
150,1987,137,1328,74,1409,69,N,0,Z06,Z11,1
151,1987,137,1338,93,1265,68,N,0,Z03,Z14,1
152,1987,137,1345,104,1318,95,N,0,W03,W14,1
153,1987,137,1385,57,1455,55,N,0,Y06,Y11,1
154,1987,137,1393,79,1204,73,N,0,W02,W15,1
155,1987,137,1396,75,1380,56,N,0,Y02,Y15,1
156,1987,137,1431,98,1112,91,N,1,Z07,Z10,1
157,1987,137,1443,64,1452,62,N,0,W10,W07,1
158,1987,138,1104,101,1309,76,N,0,X02,X07,2
159,1987,138,1181,65,1462,60,N,0,Y05,Y13,2
160,1987,138,1231,107,1120,90,N,0,Y01,Y08,2
161,1987,138,1314,109,1276,97,N,0,W01,W09,2
162,1987,138,1323,58,1395,57,N,0,W05,W04,2
163,1987,138,1344,90,1122,87,N,1,X06,X14,2
164,1987,138,1424,80,1243,61,N,0,Z01,Z09,2
165,1987,138,1461,78,1417,68,N,0,Z12,Z04,2
166,1987,139,1177,83,1385,75,N,1,Y03,Y06,2
167,1987,139,1196,85,1345,66,N,0,W06,W03,2
168,1987,139,1207,82,1326,79,N,0,X01,X09,2
169,1987,139,1234,84,1431,82,N,0,Z02,Z07,2
170,1987,139,1242,67,1283,63,N,0,X05,X13,2
171,1987,139,1261,72,1396,62,N,0,Y10,Y02,2
172,1987,139,1328,96,1338,93,N,0,Z06,Z03,2
173,1987,139,1393,104,1443,86,N,0,W02,W10,2
174,1987,143,1207,70,1242,57,N,0,X01,X05,3
175,1987,143,1314,74,1323,68,N,0,W01,W05,3
176,1987,143,1344,103,1104,82,N,0,X06,X02,3
177,1987,143,1393,87,1196,81,N,0,W02,W06,3
178,1987,144,1231,88,1181,82,N,0,Y01,Y05,3
179,1987,144,1234,93,1328,91,N,1,Z02,Z06,3
180,1987,144,1261,63,1177,58,N,0,Y10,Y03,3
181,1987,144,1424,92,1461,78,N,0,Z01,Z12,3
182,1987,145,1344,88,1207,73,N,0,X06,X01,4
183,1987,145,1393,79,1314,75,N,0,W02,W01,4
184,1987,146,1231,77,1261,76,N,0,Y01,Y10,4
185,1987,146,1424,84,1234,81,N,0,Z01,Z02,4
186,1987,152,1231,97,1424,93,N,0,Y01,Z01,5
187,1987,152,1393,77,1344,63,N,0,W02,X06,5
188,1987,154,1231,74,1393,73,N,0,Y01,W02,6
189,1988,136,1120,90,1133,86,N,0,Y08,Y09,1
190,1988,136,1140,98,1150,92,N,1,Y04,Y13,1
191,1988,136,1177,83,1455,62,N,0,X05,X12,1
192,1988,136,1181,85,1131,69,N,0,W02,W15,1
193,1988,136,1196,62,1385,59,N,0,Z06,Z11,1
194,1988,136,1243,66,1247,53,N,0,X04,X13,1
195,1988,136,1257,70,1333,61,N,0,Y05,Y12,1
196,1988,136,1258,119,1461,115,N,0,Z10,Z07,1
197,1988,136,1272,75,1124,60,N,0,X09,X08,1
198,1988,136,1276,63,1129,58,N,0,Z03,Z14,1
199,1988,136,1314,83,1317,65,N,0,Z02,Z15,1
200,1988,136,1328,94,1151,66,N,0,Y01,Y16,1
201,1988,136,1345,94,1192,79,N,0,X01,X16,1
202,1988,136,1348,87,1281,80,N,0,W11,W06,1
203,1988,136,1374,83,1323,75,N,0,W07,W10,1
204,1988,136,1393,69,1299,55,N,0,W03,W14,1
205,1988,137,1112,90,1165,50,N,0,Z01,Z16,1
206,1988,137,1207,66,1261,63,N,0,W08,W09,1
207,1988,137,1210,90,1235,78,N,0,W05,W12,1
208,1988,137,1228,81,1427,72,N,0,Y03,Y14,1
209,1988,137,1234,102,1199,98,N,0,Z05,Z12,1
210,1988,137,1242,85,1462,72,N,0,X06,X11,1
211,1988,137,1246,99,1380,84,N,0,Y02,Y15,1
212,1988,137,1268,92,1364,82,N,0,Y07,Y10,1
213,1988,137,1293,78,1301,75,N,0,X14,X03,1
214,1988,137,1338,108,1185,90,N,0,X02,X15,1
215,1988,137,1350,72,1231,69,N,0,W13,W04,1
216,1988,137,1371,80,1431,64,N,0,Z08,Z09,1
217,1988,137,1396,87,1250,73,N,0,W01,W16,1
218,1988,137,1424,54,1283,50,N,0,Z04,Z13,1
219,1988,137,1435,80,1429,77,N,0,X07,X10,1
220,1988,137,1437,82,1116,74,N,0,Y06,Y11,1
221,1988,138,1181,94,1374,79,N,0,W02,W07,2
222,1988,138,1243,66,1177,58,N,0,X04,X05,2
223,1988,138,1257,97,1140,76,N,0,Y05,Y04,2
224,1988,138,1276,108,1196,85,N,0,Z03,Z06,2
225,1988,138,1314,123,1258,97,N,0,Z02,Z10,2
226,1988,138,1328,107,1120,87,N,0,Y01,Y08,2
227,1988,138,1345,100,1272,73,N,0,X01,X09,2
228,1988,138,1348,97,1393,94,N,0,W11,W03,2
229,1988,139,1112,84,1371,55,N,0,Z01,Z08,2
230,1988,139,1234,104,1424,86,N,0,Z05,Z04,2
231,1988,139,1242,61,1293,58,N,0,X06,X14,2
232,1988,139,1246,90,1268,81,N,0,Y02,Y07,2
233,1988,139,1350,59,1210,55,N,0,W13,W05,2
234,1988,139,1396,74,1207,53,N,0,W01,W08,2
235,1988,139,1435,80,1338,74,N,1,X07,X02,2
236,1988,139,1437,66,1228,63,N,0,Y06,Y03,2
237,1988,143,1181,73,1348,72,N,0,W02,W11,3
238,1988,143,1328,108,1257,98,N,0,Y01,Y05,3
239,1988,143,1396,69,1350,47,N,0,W01,W13,3
240,1988,143,1437,80,1246,74,N,0,Y06,Y02,3
241,1988,144,1112,99,1234,79,N,0,Z01,Z05,3
242,1988,144,1242,77,1435,64,N,0,X06,X07,3
243,1988,144,1243,73,1345,70,N,0,X04,X01,3
244,1988,144,1314,78,1276,69,N,0,Z02,Z03,3
245,1988,145,1181,63,1396,53,N,0,W02,W01,4
246,1988,145,1328,78,1437,59,N,0,Y01,Y06,4
247,1988,146,1112,70,1314,52,N,0,Z01,Z02,4
248,1988,146,1242,71,1243,58,N,0,X06,X04,4
249,1988,152,1242,66,1181,59,N,0,X06,W02,5
250,1988,152,1328,86,1112,78,N,0,Y01,Z01,5
251,1988,154,1242,83,1328,79,N,0,X06,Y01,6
252,1989,136,1112,94,1352,60,N,0,X01,X16,1
253,1989,136,1116,120,1258,101,N,0,Y05,Y12,1
254,1989,136,1123,68,1338,64,N,0,Y09,Y08,1
255,1989,136,1155,83,1388,70,N,0,X09,X08,1
256,1989,136,1177,66,1272,63,N,0,X12,X05,1
257,1989,136,1181,90,1354,69,N,0,W02,W15,1
258,1989,136,1228,77,1270,71,N,0,Y01,Y16,1
259,1989,136,1256,83,1247,74,N,0,Z09,Z08,1
260,1989,136,1257,76,1114,71,N,0,Y04,Y13,1
261,1989,136,1278,86,1243,75,N,0,W11,W06,1
262,1989,136,1292,97,1199,83,N,0,Z13,Z04,1
263,1989,136,1328,72,1190,71,N,0,Z01,Z16,1
264,1989,136,1373,80,1390,78,N,0,W14,W03,1
265,1989,136,1424,68,1225,56,N,0,X04,X13,1
266,1989,136,1438,100,1344,97,N,0,Z05,Z12,1
267,1989,136,1452,84,1397,68,N,0,W07,W10,1
268,1989,137,1161,68,1196,46,N,0,Y10,Y07,1
269,1989,137,1191,94,1333,90,N,1,X11,X06,1
270,1989,137,1207,50,1343,49,N,0,W01,W16,1
271,1989,137,1231,99,1206,85,N,0,X02,X15,1
272,1989,137,1234,87,1353,73,N,0,W04,W13,1
273,1989,137,1276,92,1462,87,N,0,Z03,Z14,1
274,1989,137,1281,85,1166,69,N,0,Y03,Y14,1
275,1989,137,1301,81,1376,66,N,0,W05,W12,1
276,1989,137,1314,93,1380,79,N,0,Z02,Z15,1
277,1989,137,1323,81,1435,65,N,0,W09,W08,1
278,1989,137,1371,60,1283,51,N,0,X03,X14,1
279,1989,137,1375,86,1104,84,N,0,Z11,Z06,1
280,1989,137,1393,104,1137,81,N,0,Y02,Y15,1
281,1989,137,1400,76,1210,70,N,0,Y11,Y06,1
282,1989,137,1417,84,1235,74,N,0,Z07,Z10,1
283,1989,137,1431,85,1261,74,N,0,X07,X10,1
284,1989,138,1112,94,1155,68,N,0,X01,X09,2
285,1989,138,1181,70,1452,63,N,0,W02,W07,2
286,1989,138,1228,72,1123,60,N,0,Y01,Y09,2
287,1989,138,1257,93,1116,84,N,0,Y04,Y05,2
288,1989,138,1278,80,1373,67,N,0,W11,W14,2
289,1989,138,1328,124,1256,81,N,0,Z01,Z09,2
290,1989,138,1424,85,1177,70,N,0,X04,X12,2
291,1989,138,1438,104,1292,88,N,0,Z05,Z13,2
292,1989,139,1207,81,1323,74,N,0,W01,W09,2
293,1989,139,1231,92,1431,69,N,0,X02,X07,2
294,1989,139,1276,91,1375,82,N,0,Z03,Z11,2
295,1989,139,1281,108,1400,89,N,0,Y03,Y11,2
296,1989,139,1301,102,1234,96,N,1,W05,W04,2
297,1989,139,1314,88,1417,81,N,0,Z02,Z07,2
298,1989,139,1371,87,1191,73,N,0,X03,X11,2
299,1989,139,1393,65,1161,50,N,0,Y02,Y10,2
300,1989,143,1276,92,1314,87,N,0,Z03,Z02,3
301,1989,143,1371,78,1231,65,N,0,X03,X02,3
302,1989,143,1424,68,1112,67,N,0,X04,X01,3
303,1989,143,1438,86,1328,80,N,0,Z05,Z01,3
304,1989,144,1181,87,1278,70,N,0,W02,W11,3
305,1989,144,1207,69,1301,61,N,0,W01,W05,3
306,1989,144,1228,83,1257,69,N,0,Y01,Y04,3
307,1989,144,1393,83,1281,80,N,0,Y02,Y03,3
308,1989,145,1276,102,1438,65,N,0,Z03,Z05,4
309,1989,145,1371,84,1424,61,N,0,X03,X04,4
310,1989,146,1181,85,1207,77,N,0,W02,W01,4
311,1989,146,1228,89,1393,86,N,0,Y01,Y02,4
312,1989,152,1276,83,1228,81,N,0,Z03,Y01,5
313,1989,152,1371,95,1181,78,N,0,X03,W02,5
314,1989,154,1276,80,1371,79,N,1,Z03,X03,6
315,1990,136,1116,68,1343,64,N,0,X04,X13,1
316,1990,136,1123,54,1333,53,N,0,Z12,Z05,1
317,1990,136,1143,65,1231,63,N,0,W09,W08,1
318,1990,136,1155,49,1140,47,N,0,W05,W12,1
319,1990,136,1163,76,1131,52,N,0,W01,W16,1
320,1990,136,1173,88,1228,86,N,0,X12,X05,1
321,1990,136,1210,99,1190,83,N,0,Y04,Y13,1
322,1990,136,1247,79,1379,63,N,0,W04,W13,1
323,1990,136,1257,78,1225,59,N,0,Z04,Z13,1
324,1990,136,1261,70,1437,63,N,0,Y05,Y12,1
325,1990,136,1277,75,1293,71,N,1,Y01,Y16,1
326,1990,136,1314,83,1283,70,N,0,X08,X09,1
327,1990,136,1326,84,1344,83,N,1,Z08,Z09,1
328,1990,136,1328,77,1406,68,N,0,X01,X16,1
329,1990,136,1364,70,1222,66,N,0,Y09,Y08,1
330,1990,136,1424,102,1114,72,N,0,Z01,Z16,1
331,1990,137,1104,71,1161,54,N,0,Z07,Z10,1
332,1990,137,1112,79,1378,67,N,0,Z02,Z15,1
333,1990,137,1181,81,1350,46,N,0,W03,W14,1
334,1990,137,1207,70,1411,52,N,0,X03,X14,1
335,1990,137,1242,79,1352,71,N,0,W02,W15,1
336,1990,137,1258,111,1308,92,N,0,Z11,Z06,1
337,1990,137,1276,76,1229,70,N,0,Z03,Z14,1
338,1990,137,1278,64,1431,61,N,1,Y06,Y11,1
339,1990,137,1320,74,1281,71,N,0,Y14,Y03,1
340,1990,137,1345,75,1419,63,N,0,X02,X15,1
341,1990,137,1385,81,1396,65,N,0,W06,W11,1
342,1990,137,1393,70,1164,48,N,0,Y02,Y15,1
343,1990,137,1400,100,1208,88,N,0,X10,X07,1
344,1990,137,1417,68,1412,56,N,0,W07,W10,1
345,1990,137,1438,75,1323,67,N,0,Y07,Y10,1
346,1990,137,1462,87,1243,79,N,0,X06,X11,1
347,1990,138,1116,86,1173,84,N,0,X04,X12,2
348,1990,138,1123,62,1257,60,N,0,Z12,Z04,2
349,1990,138,1155,79,1247,75,N,0,W05,W04,2
350,1990,138,1163,74,1143,54,N,0,W01,W09,2
351,1990,138,1210,94,1261,91,N,0,Y04,Y05,2
352,1990,138,1277,62,1364,58,N,0,Y01,Y09,2
353,1990,138,1314,79,1328,77,N,0,X08,X01,2
354,1990,138,1424,76,1326,65,N,0,Z01,Z08,2
355,1990,139,1104,77,1112,55,N,0,Z07,Z02,2
356,1990,139,1181,76,1385,72,N,0,W03,W06,2
357,1990,139,1258,149,1276,115,N,0,Z11,Z03,2
358,1990,139,1278,81,1320,78,N,0,Y06,Y14,2
359,1990,139,1393,63,1438,61,N,0,Y02,Y07,2
360,1990,139,1400,73,1345,72,N,0,X10,X02,2
361,1990,139,1417,71,1242,70,N,0,W07,W02,2
362,1990,139,1462,74,1207,71,N,0,X06,X03,2
363,1990,143,1116,96,1314,73,N,0,X04,X08,3
364,1990,143,1163,71,1155,70,N,0,W01,W05,3
365,1990,143,1181,90,1417,81,N,0,W03,W07,3
366,1990,143,1400,102,1462,89,N,0,X10,X06,3
367,1990,144,1210,81,1277,80,N,1,Y04,Y01,3
368,1990,144,1258,62,1104,60,N,0,Z11,Z07,3
369,1990,144,1278,82,1393,75,N,0,Y06,Y02,3
370,1990,144,1424,69,1123,67,N,0,Z01,Z12,3
371,1990,145,1116,88,1400,85,N,0,X04,X10,4
372,1990,145,1181,79,1163,78,N,1,W03,W01,4
373,1990,146,1210,93,1278,91,N,0,Y04,Y06,4
374,1990,146,1424,131,1258,101,N,0,Z01,Z11,4
375,1990,152,1181,97,1116,83,N,0,W03,X04,5
376,1990,152,1424,90,1210,81,N,0,Z01,Y04,5
377,1990,154,1424,103,1181,73,N,0,Z01,W03,6
378,1991,136,1112,93,1384,80,N,0,Z02,Z15,1
379,1991,136,1140,61,1438,48,N,0,Z10,Z07,1
